run_id,terrain,phase,kind,samples,correct_rate,switches,raw_mean,firing_count,oracle_positive_count
homogeneous_ice_01,ice,PUSH_OFF,terrain,121,0.1322314049586777,10,1.975206611570248,,
homogeneous_ice_02,ice,AIR,terrain,1166,0.038593481989708404,25,1.8807890222984562,,
homogeneous_ice_02,ice,TOUCHDOWN,terrain,656,0.2652439024390244,24,1.7774390243902438,,
homogeneous_ice_02,ice,LOADING,terrain,543,0.31307550644567217,22,1.9465930018416207,,
homogeneous_ice_02,ice,MID_STANCE,terrain,514,0.1828793774319066,19,1.7782101167315174,,
homogeneous_ice_02,ice,PUSH_OFF,terrain,121,0.1322314049586777,10,1.975206611570248,,
homogeneous_sand_00,sand,AIR,terrain,1409,0.44428672817601134,12,1.8396025550035486,,
homogeneous_sand_00,sand,TOUCHDOWN,terrain,60,0.7,3,2.2,,
homogeneous_sand_00,sand,LOADING,terrain,103,0.3106796116504854,8,2.0776699029126213,,
homogeneous_sand_00,sand,MID_STANCE,terrain,1378,0.3098693759071118,26,1.7460087082728593,,
homogeneous_sand_00,sand,PUSH_OFF,terrain,50,0.8,1,2.6,,
homogeneous_sand_01,sand,AIR,terrain,1409,0.44428672817601134,12,1.8396025550035486,,
homogeneous_sand_01,sand,TOUCHDOWN,terrain,60,0.7,3,2.2,,
homogeneous_sand_01,sand,LOADING,terrain,103,0.3106796116504854,8,2.0776699029126213,,
homogeneous_sand_01,sand,MID_STANCE,terrain,1378,0.3098693759071118,26,1.7460087082728593,,
homogeneous_sand_01,sand,PUSH_OFF,terrain,50,0.8,1,2.6,,
homogeneous_sand_02,sand,AIR,terrain,1409,0.44428672817601134,12,1.8396025550035486,,
homogeneous_sand_02,sand,TOUCHDOWN,terrain,60,0.7,3,2.2,,
homogeneous_sand_02,sand,LOADING,terrain,103,0.3106796116504854,8,2.0776699029126213,,
homogeneous_sand_02,sand,MID_STANCE,terrain,1378,0.3098693759071118,26,1.7460087082728593,,
homogeneous_sand_02,sand,PUSH_OFF,terrain,50,0.8,1,2.6,,
homogeneous_concrete_00,concrete,AIR,terrain,1475,0.0,19,1.8345762711864406,,
homogeneous_concrete_00,concrete,TOUCHDOWN,terrain,51,0.0,7,1.9019607843137254,,
homogeneous_concrete_00,concrete,LOADING,terrain,100,0.0,3,1.94,,
homogeneous_concrete_00,concrete,MID_STANCE,terrain,1324,0.02190332326283988,19,1.2779456193353473,,
homogeneous_concrete_00,concrete,PUSH_OFF,terrain,50,0.0,6,1.66,,
homogeneous_concrete_01,concrete,AIR,terrain,1475,0.0,19,1.8345762711864406,,
homogeneous_concrete_01,concrete,TOUCHDOWN,terrain,51,0.0,7,1.9019607843137254,,
homogeneous_concrete_01,concrete,LOADING,terrain,100,0.0,3,1.94,,
