candidate_id,config_id,confidence_threshold,dwell_endpoints,minimum_contact_age_ms,terrain_accuracy,terrain_macro_f1,event_count,event_detected,event_recall,run_count,run_detected,run_recall,output_count,precision,f1,detected_within_20ms,recall_within_20ms,median_latency_ms,p95_latency_ms,normal_run_fp,normal_run_count,normal_run_fp_rate,normal_contact_fp,normal_contact_count,normal_contact_fp_rate,too_early,wrong_case_output,post_fall_output,invalid_output,duplicate_output,latch_carryover,cross_foot_output,per_speed_recall_within_20ms,per_hard_source_recall_within_20ms,grouped_variation_fold_count,independent_source_family_count,direct_gate_pass
T2_LINEAR_200,p0.65_d2_a10,0.65,2,10,0.5798484363325862,0.5750707966188,67,23,0.34328358208955223,59,23,0.3898305084745763,179,0.12849162011173185,0.18699186991869918,1,0.014925373134328358,179.0,458.7,102,360,0.2833333333333333,156,8243,0.01892514861094262,5,137,39,0,0,0,0,"{""0.10"": 0.0, ""0.15"": 0.0, ""0.20"": 0.041666666666666664}","{""concrete"": 0.0, ""marble"": 0.029411764705882353}",5,1,False
T2_LINEAR_200,p0.65_d3_a5,0.65,3,5,0.5798484363325862,0.5750707966188,67,14,0.208955223880597,59,14,0.23728813559322035,119,0.11764705882352941,0.15053763440860216,0,0.0,189.0,602.5,77,360,0.21388888888888888,105,8243,0.012738080795826763,5,91,25,0,0,0,0,"{""0.10"": 0.0, ""0.15"": 0.0, ""0.20"": 0.0}","{""concrete"": 0.0, ""marble"": 0.0}",5,1,False
T2_LINEAR_200,p0.65_d3_a10,0.65,3,10,0.5798484363325862,0.5750707966188,67,14,0.208955223880597,59,14,0.23728813559322035,118,0.11864406779661017,0.15135135135135136,0,0.0,200.5,523.0,74,360,0.20555555555555555,104,8243,0.012616765740628411,5,88,26,0,0,0,0,"{""0.10"": 0.0, ""0.15"": 0.0, ""0.20"": 0.0}","{""concrete"": 0.0, ""marble"": 0.0}",5,1,False
T2_LINEAR_200,p0.80_d1_a5,0.8,1,5,0.5798484363325862,0.5750707966188,67,13,0.19402985074626866,59,13,0.22033898305084745,192,0.06770833333333333,0.10038610038610038,0,0.0,159.0,575.0,103,360,0.2861111111111111,179,8243,0.02171539488050467,6,151,50,0,0,0,0,"{""0.10"": 0.0, ""0.15"": 0.0, ""0.20"": 0.0}","{""concrete"": 0.0, ""marble"": 0.0}",5,1,False
T2_LINEAR_200,p0.80_d1_a10,0.8,1,10,0.5798484363325862,0.5750707966188,67,18,0.26865671641791045,59,18,0.3050847457627119,194,0.09278350515463918,0.13793103448275862,0,0.0,165.0,616.9999999999998,101,360,0.28055555555555556,176,8243,0.02135144971490962,6,151,50,0,0,0,0,"{""0.10"": 0.0, ""0.15"": 0.0, ""0.20"": 0.0}","{""concrete"": 0.0, ""marble"": 0.0}",5,1,False
T2_LINEAR_200,p0.80_d2_a5,0.8,2,5,0.5798484363325862,0.5750707966188,67,12,0.1791044776119403,59,12,0.2033898305084746,112,0.10714285714285714,0.1340782122905028,0,0.0,319.0,669.4999999999999,75,360,0.20833333333333334,100,8243,0.01213150551983501,0,93,33,0,0,0,0,"{""0.10"": 0.0, ""0.15"": 0.0, ""0.20"": 0.0}","{""concrete"": 0.0, ""marble"": 0.0}",5,1,False
T2_LINEAR_200,p0.80_d2_a10,0.8,2,10,0.5798484363325862,0.5750707966188,67,12,0.1791044776119403,59,12,0.2033898305084746,110,0.10909090909090909,0.13559322033898302,0,0.0,196.5,629.0,72,360,0.2,98,8243,0.011888875409438312,0,92,34,0,0,0,0,"{""0.10"": 0.0, ""0.15"": 0.0, ""0.20"": 0.0}","{""concrete"": 0.0, ""marble"": 0.0}",5,1,False
T2_LINEAR_200,p0.80_d3_a5,0.8,3,5,0.5798484363325862,0.5750707966188,67,4,0.05970149253731343,59,4,0.06779661016949153,61,0.06557377049180328,0.0625,0,0.0,529.0,573.0,44,360,0.12222222222222222,57,8243,0.006914958146305957,0,52,20,0,0,0,0,"{""0.10"": 0.0, ""0.15"": 0.0, ""0.20"": 0.0}","{""concrete"": 0.0, ""marble"": 0.0}",5,1,False
T2_LINEAR_200,p0.80_d3_a10,0.8,3,10,0.5798484363325862,0.5750707966188,67,4,0.05970149253731343,59,4,0.06779661016949153,60,0.06666666666666667,0.06299212598425197,0,0.0,499.0,573.0,43,360,0.11944444444444445,56,8243,0.006793643091107606,0,51,21,0,0,0,0,"{""0.10"": 0.0, ""0.15"": 0.0, ""0.20"": 0.0}","{""concrete"": 0.0, ""marble"": 0.0}",5,1,False
T2_LINEAR_200,p0.90_d1_a5,0.9,1,5,0.5798484363325862,0.5750707966188,67,7,0.1044776119402985,59,7,0.11864406779661017,134,0.05223880597014925,0.06965174129353233,0,0.0,519.0,593.0,81,360,0.225,127,8243,0.015407012010190464,0,114,48,0,0,0,0,"{""0.10"": 0.0, ""0.15"": 0.0, ""0.20"": 0.0}","{""concrete"": 0.0, ""marble"": 0.0}",5,1,False
T2_LINEAR_200,p0.90_d1_a10,0.9,1,10,0.5798484363325862,0.5750707966188,67,9,0.13432835820895522,59,9,0.15254237288135594,134,0.06716417910447761,0.08955223880597014,0,0.0,429.0,671.0,83,360,0.23055555555555557,125,8243,0.015164381899793765,0,114,49,0,0,0,0,"{""0.10"": 0.0, ""0.15"": 0.0, ""0.20"": 0.0}","{""concrete"": 0.0, ""marble"": 0.0}",5,1,False
T2_LINEAR_200,p0.90_d2_a5,0.9,2,5,0.5798484363325862,0.5750707966188,67,2,0.029850746268656716,59,2,0.03389830508474576,80,0.025,0.0272108843537415,0,0.0,347.0,501.79999999999995,63,360,0.175,78,8243,0.00946257430547131,0,72,34,0,0,0,0,"{""0.10"": 0.0, ""0.15"": 0.0, ""0.20"": 0.0}","{""concrete"": 0.0, ""marble"": 0.0}",5,1,False
T2_LINEAR_200,p0.90_d2_a10,0.9,2,10,0.5798484363325862,0.5750707966188,67,3,0.04477611940298507,59,3,0.05084745762711865,77,0.03896103896103896,0.041666666666666664,0,0.0,175.0,403.59999999999997,61,360,0.16944444444444445,74,8243,0.008977314084677909,0,69,32,0,0,0,0,"{""0.10"": 0.0, ""0.15"": 0.0, ""0.20"": 0.0}","{""concrete"": 0.0, ""marble"": 0.0}",5,1,False
T2_LINEAR_200,p0.90_d3_a5,0.9,3,5,0.5798484363325862,0.5750707966188,67,0,0.0,59,0,0.0,38,0.0,0.0,0,0.0,,,31,360,0.08611111111111111,38,8243,0.004609972097537304,0,33,17,0,0,0,0,"{""0.10"": 0.0, ""0.15"": 0.0, ""0.20"": 0.0}","{""concrete"": 0.0, ""marble"": 0.0}",5,1,False
T2_LINEAR_200,p0.90_d3_a10,0.9,3,10,0.5798484363325862,0.5750707966188,67,0,0.0,59,0,0.0,36,0.0,0.0,0,0.0,,,29,360,0.08055555555555556,36,8243,0.004367341987140604,0,31,17,0,0,0,0,"{""0.10"": 0.0, ""0.15"": 0.0, ""0.20"": 0.0}","{""concrete"": 0.0, ""marble"": 0.0}",5,1,False
