pair_id,positive_run_id,control_run_id,pair_fingerprint,speed_mps,target_foot,target_phase,severity,control_type,variation_index,seed,initial_policy_observation_equal,command_timing_equal,gait_phase_equal,target_touchdown_equal,speed_equal,patch_geometry_equal,seed_equal,duration_equal,timestamps_equal,non_material_configuration_equal,only_material_profile_differs,parity_pass
pair_072,positive_0p20_left_early_loading_native_strong_ice_v0,control_0p20_left_early_loading_native_strong_ice_v0,3f3b2571283f767f2b8ea7f553ca059a5c1e2bca591e1e0769c3865e3b342d18,0.2,left,early_loading,native_strong_ice,hard_normal,0,202608372,True,True,True,True,True,True,True,True,True,True,True,True
pair_073,positive_0p20_left_early_loading_native_strong_ice_v1,control_0p20_left_early_loading_native_strong_ice_v1,bca3f4ad6b14e5847bf238d0ef957a4a648ab2ec4811dc89db619f034b3e8277,0.2,left,early_loading,native_strong_ice,near_slip_non_event,1,202608373,True,True,True,True,True,True,True,True,True,True,True,True
pair_074,positive_0p20_left_early_loading_native_strong_ice_v2,control_0p20_left_early_loading_native_strong_ice_v2,07ac7248298a8fc597378944b68f6172e2c96e6962d4c2b6f14f8130ab3645ae,0.2,left,early_loading,native_strong_ice,hard_normal,2,202608374,True,True,True,True,True,True,True,True,True,True,True,True
pair_075,positive_0p20_left_early_loading_moderate_ice_preregistered_v0,control_0p20_left_early_loading_moderate_ice_preregistered_v0,eae31344263edef9ab911ee93021d465fbbbc96439e6012fb325e2a4ba265e81,0.2,left,early_loading,moderate_ice_preregistered,near_slip_non_event,0,202608375,True,True,True,True,True,True,True,True,True,True,True,True
pair_076,positive_0p20_left_early_loading_moderate_ice_preregistered_v1,control_0p20_left_early_loading_moderate_ice_preregistered_v1,4e10ac0483f3ee2ce118bcffee224a5ebf86d6a0d53ba0e0179f03e5a5101359,0.2,left,early_loading,moderate_ice_preregistered,hard_normal,1,202608376,True,True,True,True,True,True,True,True,True,True,True,True
pair_077,positive_0p20_left_early_loading_moderate_ice_preregistered_v2,control_0p20_left_early_loading_moderate_ice_preregistered_v2,eb04030ca7ec5628d4b22d2b4c0db6963b513883b1899e2d8f2f1d46263f0ef7,0.2,left,early_loading,moderate_ice_preregistered,near_slip_non_event,2,202608377,True,True,True,True,True,True,True,True,True,True,True,True
pair_078,positive_0p20_left_mid_loading_early_stance_native_strong_ice_v0,control_0p20_left_mid_loading_early_stance_native_strong_ice_v0,43a5f05d55aa83b9762eb587f6dca69c6cb30e91a01c1d274947442695900faf,0.2,left,mid_loading_early_stance,native_strong_ice,near_slip_non_event,0,202608378,True,True,True,True,True,True,True,True,True,True,True,True
pair_079,positive_0p20_left_mid_loading_early_stance_native_strong_ice_v1,control_0p20_left_mid_loading_early_stance_native_strong_ice_v1,51a280b48052634e85afefe1ef7c42d7483649f5ab7271f501fbef7e9aa80c84,0.2,left,mid_loading_early_stance,native_strong_ice,hard_normal,1,202608379,True,True,True,True,True,True,True,True,True,True,True,True
pair_080,positive_0p20_left_mid_loading_early_stance_native_strong_ice_v2,control_0p20_left_mid_loading_early_stance_native_strong_ice_v2,2a96604568a2d02cf4b527dcef190014a14c85a7dcf143c9c83256e398c1bd01,0.2,left,mid_loading_early_stance,native_strong_ice,near_slip_non_event,2,202608380,True,True,True,True,True,True,True,True,True,True,True,True
pair_081,positive_0p20_left_mid_loading_early_stance_moderate_ice_preregistered_v0,control_0p20_left_mid_loading_early_stance_moderate_ice_preregistered_v0,fd2156a18382ce64b0b21653870f218f63209db3afd53ad768257aecb401ca35,0.2,left,mid_loading_early_stance,moderate_ice_preregistered,hard_normal,0,202608381,True,True,True,True,True,True,True,True,True,True,True,True
pair_082,positive_0p20_left_mid_loading_early_stance_moderate_ice_preregistered_v1,control_0p20_left_mid_loading_early_stance_moderate_ice_preregistered_v1,72ab6170224af27b41ad86f104a27f00e7fe3910933f87ab848d2e38d287c81c,0.2,left,mid_loading_early_stance,moderate_ice_preregistered,near_slip_non_event,1,202608382,True,True,True,True,True,True,True,True,True,True,True,True
pair_083,positive_0p20_left_mid_loading_early_stance_moderate_ice_preregistered_v2,control_0p20_left_mid_loading_early_stance_moderate_ice_preregistered_v2,214e64bd7d7226fa01f3802681836d44a3afcda434c157f31194f6f87162b8f7,0.2,left,mid_loading_early_stance,moderate_ice_preregistered,hard_normal,2,202608383,True,True,True,True,True,True,True,True,True,True,True,True
pair_084,positive_0p20_left_mid_late_stance_native_strong_ice_v0,control_0p20_left_mid_late_stance_native_strong_ice_v0,0b0e04e1514d5979eabfe60ddb782656a3903f320ba5dce20e460ce4109fd608,0.2,left,mid_late_stance,native_strong_ice,hard_normal,0,202608384,True,True,True,True,True,True,True,True,True,True,True,True
pair_085,positive_0p20_left_mid_late_stance_native_strong_ice_v1,control_0p20_left_mid_late_stance_native_strong_ice_v1,84a8e3bdecc6c9397bddfaa35d4ce0b8735b902134168ecf48457fd2dd5c5bef,0.2,left,mid_late_stance,native_strong_ice,near_slip_non_event,1,202608385,True,True,True,True,True,True,True,True,True,True,True,True
pair_086,positive_0p20_left_mid_late_stance_native_strong_ice_v2,control_0p20_left_mid_late_stance_native_strong_ice_v2,32693724136e86ddee6b4c44b170027ba470b5a187b419828274f73876982167,0.2,left,mid_late_stance,native_strong_ice,hard_normal,2,202608386,True,True,True,True,True,True,True,True,True,True,True,True
pair_087,positive_0p20_left_mid_late_stance_moderate_ice_preregistered_v0,control_0p20_left_mid_late_stance_moderate_ice_preregistered_v0,caf52c31e0691c24b226495360aa1f3c26f10ef2ac18b4469c6eebaa9a637c78,0.2,left,mid_late_stance,moderate_ice_preregistered,near_slip_non_event,0,202608387,True,True,True,True,True,True,True,True,True,True,True,True
pair_088,positive_0p20_left_mid_late_stance_moderate_ice_preregistered_v1,control_0p20_left_mid_late_stance_moderate_ice_preregistered_v1,dddc775a6b05ea60b30982f94cfd510409e90ec3fccd4172665b0363d4bcfccf,0.2,left,mid_late_stance,moderate_ice_preregistered,hard_normal,1,202608388,True,True,True,True,True,True,True,True,True,True,True,True
pair_089,positive_0p20_left_mid_late_stance_moderate_ice_preregistered_v2,control_0p20_left_mid_late_stance_moderate_ice_preregistered_v2,a8acd0abc4efd176b3ac77b250fd18e93a894818514cd5016eee8f3fc9d1ead1,0.2,left,mid_late_stance,moderate_ice_preregistered,near_slip_non_event,2,202608389,True,True,True,True,True,True,True,True,True,True,True,True
pair_090,positive_0p20_right_early_loading_native_strong_ice_v0,control_0p20_right_early_loading_native_strong_ice_v0,9e3b36ab3bd32e347a543afaad7130e34ddd98a68d2fa239416272fe8e446205,0.2,right,early_loading,native_strong_ice,near_slip_non_event,0,202608390,True,True,True,True,True,True,True,True,True,True,True,True
pair_091,positive_0p20_right_early_loading_native_strong_ice_v1,control_0p20_right_early_loading_native_strong_ice_v1,89a46523381efc0642c3d641e5bb58f67a32919758ad63a204222dfd2a9473f0,0.2,right,early_loading,native_strong_ice,hard_normal,1,202608391,True,True,True,True,True,True,True,True,True,True,True,True
pair_092,positive_0p20_right_early_loading_native_strong_ice_v2,control_0p20_right_early_loading_native_strong_ice_v2,a9edeacb1000e9cf0b70f9d2f41d13555599ce3c180043733830db462c9eae39,0.2,right,early_loading,native_strong_ice,near_slip_non_event,2,202608392,True,True,True,True,True,True,True,True,True,True,True,True
pair_093,positive_0p20_right_early_loading_moderate_ice_preregistered_v0,control_0p20_right_early_loading_moderate_ice_preregistered_v0,cf6ab63755c9106021d4bb6f01b11c7f7a362b45aecf4fd9f45496b32a68cea8,0.2,right,early_loading,moderate_ice_preregistered,hard_normal,0,202608393,True,True,True,True,True,True,True,True,True,True,True,True
pair_094,positive_0p20_right_early_loading_moderate_ice_preregistered_v1,control_0p20_right_early_loading_moderate_ice_preregistered_v1,34e002932dca8af015e4e3c04c29013f0b877836279f13c5b7889384297f2398,0.2,right,early_loading,moderate_ice_preregistered,near_slip_non_event,1,202608394,True,True,True,True,True,True,True,True,True,True,True,True
pair_095,positive_0p20_right_early_loading_moderate_ice_preregistered_v2,control_0p20_right_early_loading_moderate_ice_preregistered_v2,43115d49643d1276d9798332491acb6c05475416f704530d538bc7cc962ac052,0.2,right,early_loading,moderate_ice_preregistered,hard_normal,2,202608395,True,True,True,True,True,True,True,True,True,True,True,True
pair_096,positive_0p20_right_mid_loading_early_stance_native_strong_ice_v0,control_0p20_right_mid_loading_early_stance_native_strong_ice_v0,bd2a18386bb3120cfed8e96cd1d52a4a9e2b14dc2396813c47f9e1a55f5d44a6,0.2,right,mid_loading_early_stance,native_strong_ice,hard_normal,0,202608396,True,True,True,True,True,True,True,True,True,True,True,True
pair_097,positive_0p20_right_mid_loading_early_stance_native_strong_ice_v1,control_0p20_right_mid_loading_early_stance_native_strong_ice_v1,c450d132182122f9445980a12f6fbeae3790a5e31b580ed7fb30786ba66a5d25,0.2,right,mid_loading_early_stance,native_strong_ice,near_slip_non_event,1,202608397,True,True,True,True,True,True,True,True,True,True,True,True
pair_098,positive_0p20_right_mid_loading_early_stance_native_strong_ice_v2,control_0p20_right_mid_loading_early_stance_native_strong_ice_v2,2fee780d160b22af845365591bc64d0e9a0b6f13d0797e9eca7b3463e9fec402,0.2,right,mid_loading_early_stance,native_strong_ice,hard_normal,2,202608398,True,True,True,True,True,True,True,True,True,True,True,True
pair_099,positive_0p20_right_mid_loading_early_stance_moderate_ice_preregistered_v0,control_0p20_right_mid_loading_early_stance_moderate_ice_preregistered_v0,eb0b8801c8a5f2a6abb88ee55bdcddd1b52bce0cf048f91bbea18450d969f08f,0.2,right,mid_loading_early_stance,moderate_ice_preregistered,near_slip_non_event,0,202608399,True,True,True,True,True,True,True,True,True,True,True,True
pair_100,positive_0p20_right_mid_loading_early_stance_moderate_ice_preregistered_v1,control_0p20_right_mid_loading_early_stance_moderate_ice_preregistered_v1,f140e4be15827499f123623dcfaf98361838f30439c351ac3af6c8bef04645f3,0.2,right,mid_loading_early_stance,moderate_ice_preregistered,hard_normal,1,202608400,True,True,True,True,True,True,True,True,True,True,True,True
pair_101,positive_0p20_right_mid_loading_early_stance_moderate_ice_preregistered_v2,control_0p20_right_mid_loading_early_stance_moderate_ice_preregistered_v2,a3cb35668015293e0478d84ff3f89fb9b0d5956c717a8a191e7ba0d2bcaba6ed,0.2,right,mid_loading_early_stance,moderate_ice_preregistered,near_slip_non_event,2,202608401,True,True,True,True,True,True,True,True,True,True,True,True
pair_102,positive_0p20_right_mid_late_stance_native_strong_ice_v0,control_0p20_right_mid_late_stance_native_strong_ice_v0,97dd3304614baaeb4f5cece95fcbc92abb24ccaf0136ebe4c23dcfa2e3339dca,0.2,right,mid_late_stance,native_strong_ice,near_slip_non_event,0,202608402,True,True,True,True,True,True,True,True,True,True,True,True
pair_103,positive_0p20_right_mid_late_stance_native_strong_ice_v1,control_0p20_right_mid_late_stance_native_strong_ice_v1,09a51148e7101b257c26434ca285cc482ba91f9ec96aee403c11d599a718a79b,0.2,right,mid_late_stance,native_strong_ice,hard_normal,1,202608403,True,True,True,True,True,True,True,True,True,True,True,True
pair_104,positive_0p20_right_mid_late_stance_native_strong_ice_v2,control_0p20_right_mid_late_stance_native_strong_ice_v2,95312e43d911167e82f2e04db3505d17dc674217a3e4036a21a40a662735969e,0.2,right,mid_late_stance,native_strong_ice,near_slip_non_event,2,202608404,True,True,True,True,True,True,True,True,True,True,True,True
pair_105,positive_0p20_right_mid_late_stance_moderate_ice_preregistered_v0,control_0p20_right_mid_late_stance_moderate_ice_preregistered_v0,08470d7c8c23fa70c319e65347b8da4315d7c924bad1f111591af89081198c8b,0.2,right,mid_late_stance,moderate_ice_preregistered,hard_normal,0,202608405,True,True,True,True,True,True,True,True,True,True,True,True
pair_106,positive_0p20_right_mid_late_stance_moderate_ice_preregistered_v1,control_0p20_right_mid_late_stance_moderate_ice_preregistered_v1,a8c721983544045d5b6a0b54c2b748688a1be2ffe557ee8f56ec917981a15578,0.2,right,mid_late_stance,moderate_ice_preregistered,near_slip_non_event,1,202608406,True,True,True,True,True,True,True,True,True,True,True,True
pair_107,positive_0p20_right_mid_late_stance_moderate_ice_preregistered_v2,control_0p20_right_mid_late_stance_moderate_ice_preregistered_v2,12a139fe16e2a2c07096986f60c61c9350d36cd310c733fea273fba848f9f7e2,0.2,right,mid_late_stance,moderate_ice_preregistered,hard_normal,2,202608407,True,True,True,True,True,True,True,True,True,True,True,True
