run_id,role,speed_mps,target_foot,target_phase,profile,seed,duration_s,sample_count,initial_qpos_sha256,initial_qvel_sha256,initial_policy_observation_sha256,full_trace_sha256,first_patch_contact_sample,patch_active_contact_count,intervention_activation_physics_steps,effective_patch_friction_mean,target_tangential_force_peak_n,target_anchor_drift_max_m,target_physical_onset_sample,contralateral_physical_onset_sample,actual_first_affected_foot,contralateral_contamination,fall_occurred,first_fall_sample,first_fall_time_s,fall_reason,post_fall_excluded_sample_count,patch_base_double_contact_count,discarded,relabeled,retained,pair_id,severity,pair_parity_sha256,collision_geometry_sha256,actual_onset_phase,touchdown_to_onset_ms,valid_target_positive,air_event_counted,post_fall_event_counted,unique_pilot_run,replay_of,deterministic_replay_match
positive_0p10_left_late_moderate_ice_preregistered,positive,0.1,left,late,moderate_ice_preregistered,202608405,3.0,3000,f986ae99f04530408762190bc12a197486b593b4d824701b60c744514a92fa4d,442356579d6333582360c92a4be1a7128b0892133c3bf810123aa68071065bc0,e8db233ba68753692a7ca9d542ffa00754cdd2d0c4f2c428ef2644dfc559214a,35397c0cf776bfd4bc8a31e9e038e5c002e6661aaf558795b54cbb526a1ada85,36,1570,969,0.7231210191082802,137.16484006057186,0.037622902542352676,,,none,False,False,,,,0,42,False,False,True,pilot_pair_05,moderate_ice_preregistered,c83d0d373ca0b2383c2ad6e3044a909a2e5cec00a88691f7e4fab622fd4788a5,485681f28830e695e89153a2346e3757ce2e81dd61b227c5ac3461ac32d393f9,none,,False,False,False,True,,
control_0p10_left_late_moderate_ice_preregistered,control,0.1,left,late,hard_control,202608405,3.0,3000,f986ae99f04530408762190bc12a197486b593b4d824701b60c744514a92fa4d,442356579d6333582360c92a4be1a7128b0892133c3bf810123aa68071065bc0,e8db233ba68753692a7ca9d542ffa00754cdd2d0c4f2c428ef2644dfc559214a,e0e66c13875633d029037d0afb9be844958a6c905b54e362b664c7ae82354530,36,1607,0,1.0,110.92354933232025,0.002029123017564416,,,none,False,False,,,,0,0,False,False,True,pilot_pair_05,moderate_ice_preregistered,c83d0d373ca0b2383c2ad6e3044a909a2e5cec00a88691f7e4fab622fd4788a5,485681f28830e695e89153a2346e3757ce2e81dd61b227c5ac3461ac32d393f9,none,,False,False,False,True,,
positive_0p10_right_early_native_strong_ice,positive,0.1,right,early,native_strong_ice,202608406,3.0,3000,8d461374113bc91ce0572c0d8fefb7a9dc944e8f33f95c0e845ac9bba16332c6,110fb41ed331ab2c582cdbfd5d02d3885cb2e355eee2b5ae50f2a12c45e20870,e8db233ba68753692a7ca9d542ffa00754cdd2d0c4f2c428ef2644dfc559214a,f5a974cb5a6ae312d54f30ba1886488e1c43c0916af5ebe3bf766b46e21c1e3c,43,212,6000,0.05000000000000001,23.458726300130873,0.08431985229253769,284,,right,False,False,,,,0,0,False,False,True,pilot_pair_06,native_strong_ice,45c640a062f69b93d651f0eb9088e7a4a01a0f4c1a0c5436f0c199d466c83ba2,328e61fb8af2ace8393a0ca71e125ed24ba2ab46496405b1b91277f73d27b3c3,early,76,True,False,False,True,,
control_0p10_right_early_native_strong_ice,control,0.1,right,early,hard_control,202608406,3.0,3000,8d461374113bc91ce0572c0d8fefb7a9dc944e8f33f95c0e845ac9bba16332c6,110fb41ed331ab2c582cdbfd5d02d3885cb2e355eee2b5ae50f2a12c45e20870,e8db233ba68753692a7ca9d542ffa00754cdd2d0c4f2c428ef2644dfc559214a,453b8080f6db030fa2b77fed940c9f6204ad15b8ccabb428652bb0f62b301883,43,1805,0,1.0,160.16993519743292,0.006401200778782368,,,none,False,False,,,,0,0,False,False,True,pilot_pair_06,native_strong_ice,45c640a062f69b93d651f0eb9088e7a4a01a0f4c1a0c5436f0c199d466c83ba2,328e61fb8af2ace8393a0ca71e125ed24ba2ab46496405b1b91277f73d27b3c3,none,,False,False,False,True,,
positive_0p10_right_early_moderate_ice_preregistered,positive,0.1,right,early,moderate_ice_preregistered,202608407,3.0,3000,b05464934ba1f498adb8656a84a78e00b9763d1564e84982e8ce4375e9c90f72,b073c4ce33512d0b226e91e52c95b73ba6e8ddc56a90e6325169964d935358b3,e8db233ba68753692a7ca9d542ffa00754cdd2d0c4f2c428ef2644dfc559214a,2dac6f56a134fa5584516e66399b5f1625cb26c399a57ccf40e24d9e4c3553f0,43,262,6000,0.1,49.38016016914455,0.04894427955150604,,,none,False,False,,,,0,0,False,False,True,pilot_pair_07,moderate_ice_preregistered,ae7d3c5675fa5dabf0b1338a1889b2c83a50a91e18547938f2fa060fddf79131,328e61fb8af2ace8393a0ca71e125ed24ba2ab46496405b1b91277f73d27b3c3,none,,False,False,False,True,,
control_0p10_right_early_moderate_ice_preregistered,control,0.1,right,early,hard_control,202608407,3.0,3000,b05464934ba1f498adb8656a84a78e00b9763d1564e84982e8ce4375e9c90f72,b073c4ce33512d0b226e91e52c95b73ba6e8ddc56a90e6325169964d935358b3,e8db233ba68753692a7ca9d542ffa00754cdd2d0c4f2c428ef2644dfc559214a,e1038def98960436123220cbcd95740182b3b7ebac114c90331db999da2f29d0,43,1805,0,1.0,160.1242102808951,0.0063995374366641045,,,none,False,False,,,,0,0,False,False,True,pilot_pair_07,moderate_ice_preregistered,ae7d3c5675fa5dabf0b1338a1889b2c83a50a91e18547938f2fa060fddf79131,328e61fb8af2ace8393a0ca71e125ed24ba2ab46496405b1b91277f73d27b3c3,none,,False,False,False,True,,
positive_0p10_right_middle_native_strong_ice,positive,0.1,right,middle,native_strong_ice,202608408,3.0,3000,4fc58a6bf5c5ef8675d75143fbb06760a1914b23d7bff807927751ecc7bbe5bc,597dfba6927821e1bffb60a2e894c02691e4b078bd78f18b112f64bb4933eff1,e8db233ba68753692a7ca9d542ffa00754cdd2d0c4f2c428ef2644dfc559214a,cb3d66a31ca3faaec3198f76a4742d1a069f2faa0c9248ff8654d0e224db0ae1,43,1734,2039,0.44446366782006924,466.1639586731292,0.07910764217376709,366,,right,False,False,,,,0,547,False,False,True,pilot_pair_08,native_strong_ice,e4767cf2f82e2929ebf5ef786a89f53d21e7644bfcfe5f1afc6b0d505eef69b8,328e61fb8af2ace8393a0ca71e125ed24ba2ab46496405b1b91277f73d27b3c3,middle,168,True,False,False,True,,
control_0p10_right_middle_native_strong_ice,control,0.1,right,middle,hard_control,202608408,3.0,3000,4fc58a6bf5c5ef8675d75143fbb06760a1914b23d7bff807927751ecc7bbe5bc,597dfba6927821e1bffb60a2e894c02691e4b078bd78f18b112f64bb4933eff1,e8db233ba68753692a7ca9d542ffa00754cdd2d0c4f2c428ef2644dfc559214a,b765747166630c9819ee34416d396b94d00b00df31e76ed563c80ba37627ba13,43,1805,0,1.0,160.09274674753914,0.006416506599634886,,,none,False,False,,,,0,0,False,False,True,pilot_pair_08,native_strong_ice,e4767cf2f82e2929ebf5ef786a89f53d21e7644bfcfe5f1afc6b0d505eef69b8,328e61fb8af2ace8393a0ca71e125ed24ba2ab46496405b1b91277f73d27b3c3,none,,False,False,False,True,,
positive_0p10_right_middle_moderate_ice_preregistered,positive,0.1,right,middle,moderate_ice_preregistered,202608409,3.0,3000,e1a83b38a9f6a2b85eb80233de48a86b90ebcaf700019495778be64b742f35e3,c8c20e5ef46ee6f1af20c2299d2a64e04af7f9bf0a479bef317d3506cc8adff1,e8db233ba68753692a7ca9d542ffa00754cdd2d0c4f2c428ef2644dfc559214a,2dc127400a9c687625eadd1381f6b5d0c419ec8eb2008f36bc344969d3522b52,43,1745,2197,0.4362750716332378,676.5703152005951,0.052242886275053024,423,,right,False,False,,,,0,151,False,False,True,pilot_pair_09,moderate_ice_preregistered,b88d5409dcbe7c7b591a791304b2000aaeb3962ee4b5281b0a4deb4f30ebb8c7,328e61fb8af2ace8393a0ca71e125ed24ba2ab46496405b1b91277f73d27b3c3,middle,225,True,False,False,True,,
control_0p10_right_middle_moderate_ice_preregistered,control,0.1,right,middle,hard_control,202608409,3.0,3000,e1a83b38a9f6a2b85eb80233de48a86b90ebcaf700019495778be64b742f35e3,c8c20e5ef46ee6f1af20c2299d2a64e04af7f9bf0a479bef317d3506cc8adff1,e8db233ba68753692a7ca9d542ffa00754cdd2d0c4f2c428ef2644dfc559214a,3e183e63420069ce5e4f1810d7bd053ad3b6d178f9329be70a798032478df137,43,1805,0,1.0,160.116297984401,0.006403768435120583,,,none,False,False,,,,0,0,False,False,True,pilot_pair_09,moderate_ice_preregistered,b88d5409dcbe7c7b591a791304b2000aaeb3962ee4b5281b0a4deb4f30ebb8c7,328e61fb8af2ace8393a0ca71e125ed24ba2ab46496405b1b91277f73d27b3c3,none,,False,False,False,True,,
positive_0p10_right_late_native_strong_ice,positive,0.1,right,late,native_strong_ice,202608410,3.0,3000,85ab0e4da4acb18cbc86a959c67d8c45742243acf2c052fa124637dde6764adf,726d9a38db6e3ec0e7d0bada14fd84068ca4873f8d24066a5f21abf980d93cd2,e8db233ba68753692a7ca9d542ffa00754cdd2d0c4f2c428ef2644dfc559214a,f6370632e17b96e3719d06acaaa742ca21f92df72241b9b83698b4ba6968cf83,43,1755,1397,0.6237891737891738,160.09163866359341,0.08249127864837646,477,,right,False,False,,,,0,156,False,False,True,pilot_pair_10,native_strong_ice,a17a00ba66977d6fe0ceadd6e8769a239a08aadd22432f6515bb8c15040e4945,328e61fb8af2ace8393a0ca71e125ed24ba2ab46496405b1b91277f73d27b3c3,late,279,True,False,False,True,,
control_0p10_right_late_native_strong_ice,control,0.1,right,late,hard_control,202608410,3.0,3000,85ab0e4da4acb18cbc86a959c67d8c45742243acf2c052fa124637dde6764adf,726d9a38db6e3ec0e7d0bada14fd84068ca4873f8d24066a5f21abf980d93cd2,e8db233ba68753692a7ca9d542ffa00754cdd2d0c4f2c428ef2644dfc559214a,1f52b257c9abf4a62c5cebe9fce271e80df5279a2812fa0b88e7b50fa87224d9,43,1805,0,1.0,160.09163866359341,0.006417038384824991,,,none,False,False,,,,0,0,False,False,True,pilot_pair_10,native_strong_ice,a17a00ba66977d6fe0ceadd6e8769a239a08aadd22432f6515bb8c15040e4945,328e61fb8af2ace8393a0ca71e125ed24ba2ab46496405b1b91277f73d27b3c3,none,,False,False,False,True,,
positive_0p10_right_late_moderate_ice_preregistered,positive,0.1,right,late,moderate_ice_preregistered,202608411,3.0,3000,fbf06dff6e32674656fbe43416b30b9c9ec9aa3bcd3511b91eecfa52d3dec379,c1302b6376d334f2ad337bbacee616ba44cebf1725fc7afda736be0783c3ddc6,e8db233ba68753692a7ca9d542ffa00754cdd2d0c4f2c428ef2644dfc559214a,7a7043ef3b721d932e1b247d600dd68d5dcdc490bef6acfaae29cd71a8905145,43,1755,1278,0.6733333333333332,160.17003010404355,0.0673496276140213,528,,right,False,False,,,,0,33,False,False,True,pilot_pair_11,moderate_ice_preregistered,762cead22e86932fce1b79339074e7d0dc512e113eeb940457fc6fd1b01f9339,328e61fb8af2ace8393a0ca71e125ed24ba2ab46496405b1b91277f73d27b3c3,late,330,True,False,False,True,,
control_0p10_right_late_moderate_ice_preregistered,control,0.1,right,late,hard_control,202608411,3.0,3000,fbf06dff6e32674656fbe43416b30b9c9ec9aa3bcd3511b91eecfa52d3dec379,c1302b6376d334f2ad337bbacee616ba44cebf1725fc7afda736be0783c3ddc6,e8db233ba68753692a7ca9d542ffa00754cdd2d0c4f2c428ef2644dfc559214a,0b479345e0fd266149e091544d07f76552d4c8e0026cf1deef7b45dfec86a23a,43,1805,0,1.0,160.17003010404355,0.006401157472282648,,,none,False,False,,,,0,0,False,False,True,pilot_pair_11,moderate_ice_preregistered,762cead22e86932fce1b79339074e7d0dc512e113eeb940457fc6fd1b01f9339,328e61fb8af2ace8393a0ca71e125ed24ba2ab46496405b1b91277f73d27b3c3,none,,False,False,False,True,,
positive_0p20_left_early_native_strong_ice,positive,0.2,left,early,native_strong_ice,202608412,3.0,3000,285d3bf3451e988505b0358df6439c81ce9e8e77b460b38d1b2f851e6eead962,ff9901b48a68282716043644a79218945609c9241ddffb4055f23e10b23d94d8,ebb300597662a5c3036a0d673839ac148c210d3cb55fc953ad56457e4383477a,3c00f2215d284a646b916ec4be0b3d2a31625ca088d09131de59ab9ac4af815a,36,1211,6000,0.049999999999999996,41.901778276118,0.0802970603108406,134,,left,False,False,,,,0,264,False,False,True,pilot_pair_12,native_strong_ice,27bd81526d9e1fa29b3082073cf3efe732a12d4f11f84088fa3f96a34a1cb38a,485681f28830e695e89153a2346e3757ce2e81dd61b227c5ac3461ac32d393f9,early,99,True,False,False,True,,
control_0p20_left_early_native_strong_ice,control,0.2,left,early,hard_control,202608412,3.0,3000,285d3bf3451e988505b0358df6439c81ce9e8e77b460b38d1b2f851e6eead962,ff9901b48a68282716043644a79218945609c9241ddffb4055f23e10b23d94d8,ebb300597662a5c3036a0d673839ac148c210d3cb55fc953ad56457e4383477a,47c418c5a029f835087f85b0dbb8a555f0c2bb488f55a7e0e5cce66c2a727018,36,1560,0,1.0,131.4493859424183,0.003339614486321807,,,none,False,False,,,,0,0,False,False,True,pilot_pair_12,native_strong_ice,27bd81526d9e1fa29b3082073cf3efe732a12d4f11f84088fa3f96a34a1cb38a,485681f28830e695e89153a2346e3757ce2e81dd61b227c5ac3461ac32d393f9,none,,False,False,False,True,,
positive_0p20_left_early_moderate_ice_preregistered,positive,0.2,left,early,moderate_ice_preregistered,202608413,3.0,3000,5a68da7dfc87fda03d2028687270ce28231352a5bd77ee1a80d626969ce8c7d0,5a8d145b0862fc1b8a99f3c96cbf71e1860ad7f2276eb6c0d5a23f389c2473f2,ebb300597662a5c3036a0d673839ac148c210d3cb55fc953ad56457e4383477a,8b7fb7fb605d2a3acdb1c21216c2600c9588dfea73eec5a3782630eb7e359cfe,36,476,6000,0.10000000000000002,93.4128606403794,0.04905101656913757,,,none,False,False,,,,0,122,False,False,True,pilot_pair_13,moderate_ice_preregistered,2a96c3818c38054ca8183171e3b9d3ce52724148e4a9e04e52771a41aea7b156,485681f28830e695e89153a2346e3757ce2e81dd61b227c5ac3461ac32d393f9,none,,False,False,False,True,,
control_0p20_left_early_moderate_ice_preregistered,control,0.2,left,early,hard_control,202608413,3.0,3000,5a68da7dfc87fda03d2028687270ce28231352a5bd77ee1a80d626969ce8c7d0,5a8d145b0862fc1b8a99f3c96cbf71e1860ad7f2276eb6c0d5a23f389c2473f2,ebb300597662a5c3036a0d673839ac148c210d3cb55fc953ad56457e4383477a,8e87fbe41722d31eece92cce12e7ed8d507c194a4acbe84d85b7714be5933514,36,1560,0,1.0,131.43987118612196,0.0033504613675177097,,,none,False,False,,,,0,0,False,False,True,pilot_pair_13,moderate_ice_preregistered,2a96c3818c38054ca8183171e3b9d3ce52724148e4a9e04e52771a41aea7b156,485681f28830e695e89153a2346e3757ce2e81dd61b227c5ac3461ac32d393f9,none,,False,False,False,True,,
positive_0p20_left_middle_native_strong_ice,positive,0.2,left,middle,native_strong_ice,202608414,3.0,3000,ce4073dd8997e7b8ac1be93cf768f2ffe698c16638eb54f32297fae0256842be,3689b423e9bb1151711f1ae5f9330dae27b0594d7514fa6053cbc46dbb5287bc,ebb300597662a5c3036a0d673839ac148c210d3cb55fc953ad56457e4383477a,74192e844a482a492885fd0777887db0a4b8fc70bad6021cb3551d45512a7183,36,1531,1790,0.4471260613977793,233.86730576750188,0.052052419632673264,,,none,False,False,,,,0,51,False,False,True,pilot_pair_14,native_strong_ice,be28932b018ca267aeb28c82a3ddad0e910d8aeab4474ff767610cbaec575a14,485681f28830e695e89153a2346e3757ce2e81dd61b227c5ac3461ac32d393f9,none,,False,False,False,True,,
control_0p20_left_middle_native_strong_ice,control,0.2,left,middle,hard_control,202608414,3.0,3000,ce4073dd8997e7b8ac1be93cf768f2ffe698c16638eb54f32297fae0256842be,3689b423e9bb1151711f1ae5f9330dae27b0594d7514fa6053cbc46dbb5287bc,ebb300597662a5c3036a0d673839ac148c210d3cb55fc953ad56457e4383477a,c0d9572f1efd45a991e171873d09b01499a3e4e05165982a443ec27994d186f4,36,1561,0,1.0,131.42872344551094,0.0033445479348301888,,,none,False,False,,,,0,0,False,False,True,pilot_pair_14,native_strong_ice,be28932b018ca267aeb28c82a3ddad0e910d8aeab4474ff767610cbaec575a14,485681f28830e695e89153a2346e3757ce2e81dd61b227c5ac3461ac32d393f9,none,,False,False,False,True,,
positive_0p20_left_middle_moderate_ice_preregistered,positive,0.2,left,middle,moderate_ice_preregistered,202608415,3.0,3000,2c14e8036576cbaa3bea667115694c884dd949c9f27cc04b7690178cafaaead2,cd4c46f2069a319d62486c946aabea0448a074eb27116540829c80b47f24114e,ebb300597662a5c3036a0d673839ac148c210d3cb55fc953ad56457e4383477a,e5731f23a719fc8ec2d70b92e5e246be8fdb7aff2a312483ba71fe2a3b034a42,36,1568,1834,0.47653061224489784,205.64814439665926,0.05273440107703209,1352,,left,False,False,,,,0,48,False,False,True,pilot_pair_15,moderate_ice_preregistered,b8ddd8dace6181b4ca4f7535701219e479844342de8fe176326cafd49bb2e8bc,485681f28830e695e89153a2346e3757ce2e81dd61b227c5ac3461ac32d393f9,middle,244,True,False,False,True,,
control_0p20_left_middle_moderate_ice_preregistered,control,0.2,left,middle,hard_control,202608415,3.0,3000,2c14e8036576cbaa3bea667115694c884dd949c9f27cc04b7690178cafaaead2,cd4c46f2069a319d62486c946aabea0448a074eb27116540829c80b47f24114e,ebb300597662a5c3036a0d673839ac148c210d3cb55fc953ad56457e4383477a,3319782ab54d3d73ccea55a5d02fe16daedc8256ffebffeb018a49c5a7c47252,36,1560,0,1.0,131.44011787468202,0.003350587096065283,,,none,False,False,,,,0,0,False,False,True,pilot_pair_15,moderate_ice_preregistered,b8ddd8dace6181b4ca4f7535701219e479844342de8fe176326cafd49bb2e8bc,485681f28830e695e89153a2346e3757ce2e81dd61b227c5ac3461ac32d393f9,none,,False,False,False,True,,
positive_0p20_left_late_native_strong_ice,positive,0.2,left,late,native_strong_ice,202608416,3.0,3000,2c1cc1162879b1da16ab031366719571815e31420a114c8fc3318970872877dd,8758cab52bde7a1898814658871a031b8674921acae602a32e996e3407f8831d,ebb300597662a5c3036a0d673839ac148c210d3cb55fc953ad56457e4383477a,ed648d1ee321fd916d702e813a5836389163b543604edc20b0386cec8ac88ba2,36,1555,701,0.7867845659163988,194.8361322158906,0.05994812771677971,1447,,left,False,False,,,,0,0,False,False,True,pilot_pair_16,native_strong_ice,7c022d3a1daea36a9fc4d01b5c11409aa26b6f860a2d3669a1841de2c4f61ca9,485681f28830e695e89153a2346e3757ce2e81dd61b227c5ac3461ac32d393f9,late,297,True,False,False,True,,
control_0p20_left_late_native_strong_ice,control,0.2,left,late,hard_control,202608416,3.0,3000,2c1cc1162879b1da16ab031366719571815e31420a114c8fc3318970872877dd,8758cab52bde7a1898814658871a031b8674921acae602a32e996e3407f8831d,ebb300597662a5c3036a0d673839ac148c210d3cb55fc953ad56457e4383477a,8746d7bcad154790d60ea361dc8f22a3f6e50685eeebe8ed47368da4b4aaf021,36,1560,0,1.0,131.44371693600493,0.0033375269267708063,,,none,False,False,,,,0,0,False,False,True,pilot_pair_16,native_strong_ice,7c022d3a1daea36a9fc4d01b5c11409aa26b6f860a2d3669a1841de2c4f61ca9,485681f28830e695e89153a2346e3757ce2e81dd61b227c5ac3461ac32d393f9,none,,False,False,False,True,,
