run_id,role,target_foot,contacting_foot,start_sample,geom1_name,geom1_id,geom2_name,geom2_id,body1_name,body1_id,body2_name,body2_id,patch_inclusion,contact_position_first,contact_position_last,geom1_friction,geom2_friction,geom1_priority,geom2_priority,explicit_pair_id,effective_contact_friction_first,effective_contact_friction_last,contact_dimension,contact_exclude,efc_address_min,efc_address_max,integrator,mutation_point,constraints_constructed_at_mutation,tangential_contact_force_peak_n,end_sample_exclusive,observed_sample_count,tangential_contact_force_mean_n
positive_0p10_left_early_native_strong_ice,positive,left,left,526,left_foot_contact_4,22,slip_patch,4,left_ankle_roll_link,7,world,0,True,"[0.1491152966160063, 0.17836022834263943, -0.0004007597902682819]","[0.14434235016914976, 0.20021607132700445, -7.712861181453923e-05]","[1.0, 0.005, 0.0001]","[1.0, 0.005, 0.0001]",0,1,3,"[0.05, 0.05, 0.001, 1e-05, 1e-05]","[0.05, 0.05, 0.001, 1e-05, 1e-05]",3,0,33,41,mjINT_EULER,model.pair_friction before mj_step,False,11.783803065169833,577,51,3.749599462263813
positive_0p10_left_early_native_strong_ice,positive,left,left,577,left_foot_contact_1,19,base_lane_above,3,left_ankle_roll_link,7,world,0,False,"[-0.022552415076292465, 0.2646251741438474, -1.1963272355253185e-06]","[-0.021945830855839232, 0.26841549183905744, -8.95656623416119e-06]","[1.0, 0.005, 0.0001]","[1.0, 0.005, 0.0001]",0,1,-1,"[1.0, 1.0, 0.005, 0.0001, 0.0001]","[1.0, 1.0, 0.005, 0.0001, 0.0001]",3,0,33,37,mjINT_EULER,model.pair_friction before mj_step,False,154.7401389077788,582,5,141.3359487042115
positive_0p10_left_early_native_strong_ice,positive,left,left,574,left_foot_contact_2,20,slip_patch,4,left_ankle_roll_link,7,world,0,True,"[-0.025300382617419737, 0.21099861465539044, -2.1384621516490343e-05]","[-0.02520497895292917, 0.2280935491330047, -1.2279164402120846e-05]","[1.0, 0.005, 0.0001]","[1.0, 0.005, 0.0001]",0,1,1,"[0.05, 0.05, 0.001, 1e-05, 1e-05]","[0.05, 0.05, 0.001, 1e-05, 1e-05]",3,0,29,29,mjINT_EULER,model.pair_friction before mj_step,False,12.551960817002639,594,20,9.87086536666756
positive_0p10_left_early_native_strong_ice,positive,left,left,585,left_foot_contact_3,21,base_lane_above,3,left_ankle_roll_link,7,world,0,False,"[0.148406606499988, 0.26487116759445717, -2.7221940389621224e-05]","[0.14949542298761742, 0.2681807635960858, -8.19109022533182e-06]","[1.0, 0.005, 0.0001]","[1.0, 0.005, 0.0001]",0,1,-1,"[1.0, 1.0, 0.005, 0.0001, 0.0001]","[1.0, 1.0, 0.005, 0.0001, 0.0001]",3,0,33,37,mjINT_EULER,model.pair_friction before mj_step,False,79.04933596960154,598,13,72.36899622676015
positive_0p10_left_early_native_strong_ice,positive,left,left,595,left_foot_contact_2,20,slip_patch,4,left_ankle_roll_link,7,world,0,True,"[-0.025301002438812614, 0.2297532758753257, -3.9969934866879164e-06]","[-0.02557586528740241, 0.23801084620456356, -8.141389266719257e-06]","[1.0, 0.005, 0.0001]","[1.0, 0.005, 0.0001]",0,1,1,"[0.05, 0.05, 0.001, 1e-05, 1e-05]","[0.05, 0.05, 0.001, 1e-05, 1e-05]",3,0,29,29,mjINT_EULER,model.pair_friction before mj_step,False,12.569641349515688,606,11,11.879216247980066
positive_0p10_left_early_native_strong_ice,positive,left,left,607,left_foot_contact_2,20,slip_patch,4,left_ankle_roll_link,7,world,0,True,"[-0.025550758536287077, 0.23975123284592859, -9.27700270698939e-06]","[-0.025168324292125344, 0.24822133843627173, -1.2479573626142382e-05]","[1.0, 0.005, 0.0001]","[1.0, 0.005, 0.0001]",0,1,1,"[0.05, 0.05, 0.001, 1e-05, 1e-05]","[0.05, 0.05, 0.001, 1e-05, 1e-05]",3,0,29,29,mjINT_EULER,model.pair_friction before mj_step,False,11.688408568917772,617,10,11.583510897972982
positive_0p10_left_early_native_strong_ice,positive,left,left,581,left_foot_contact_4,22,slip_patch,4,left_ankle_roll_link,7,world,0,True,"[0.1443166289174594, 0.20298006984674521, -1.1125690822205714e-05]","[0.14184954274765244, 0.21694562177222024, -2.1402733093589532e-06]","[1.0, 0.005, 0.0001]","[1.0, 0.005, 0.0001]",0,1,3,"[0.05, 0.05, 0.001, 1e-05, 1e-05]","[0.05, 0.05, 0.001, 1e-05, 1e-05]",3,0,29,33,mjINT_EULER,model.pair_friction before mj_step,False,4.8914339770915545,618,37,2.890627353091611
positive_0p10_left_early_native_strong_ice,positive,left,left,618,left_foot_contact_2,20,slip_patch,4,left_ankle_roll_link,7,world,0,True,"[-0.025041314493165268, 0.2502650392210841, -7.680574830887243e-06]","[-0.02447788240340687, 0.25791000759734545, -3.8337454384002045e-06]","[1.0, 0.005, 0.0001]","[1.0, 0.005, 0.0001]",0,1,1,"[0.05, 0.05, 0.001, 1e-05, 1e-05]","[0.05, 0.05, 0.001, 1e-05, 1e-05]",3,0,29,29,mjINT_EULER,model.pair_friction before mj_step,False,11.582302387682496,626,8,10.618018585595959
positive_0p10_left_early_native_strong_ice,positive,left,left,619,left_foot_contact_4,22,slip_patch,4,left_ankle_roll_link,7,world,0,True,"[0.1418886046656581, 0.2182777445406847, -1.4302855023684558e-05]","[0.1419833231530926, 0.22430876569798652, -9.298071881463921e-07]","[1.0, 0.005, 0.0001]","[1.0, 0.005, 0.0001]",0,1,3,"[0.05, 0.05, 0.001, 1e-05, 1e-05]","[0.05, 0.05, 0.001, 1e-05, 1e-05]",3,0,29,33,mjINT_EULER,model.pair_friction before mj_step,False,5.3800894026091575,628,9,4.801822486537914
positive_0p10_left_early_native_strong_ice,positive,left,left,627,left_foot_contact_2,20,slip_patch,4,left_ankle_roll_link,7,world,0,True,"[-0.024262796402114595, 0.2599994958449544, -1.3418999249059649e-05]","[-0.024262796402114595, 0.2599994958449544, -1.3418999249059649e-05]","[1.0, 0.005, 0.0001]","[1.0, 0.005, 0.0001]",0,1,1,"[0.05, 0.05, 0.001, 1e-05, 1e-05]","[0.05, 0.05, 0.001, 1e-05, 1e-05]",3,0,29,29,mjINT_EULER,model.pair_friction before mj_step,False,1.7220578047666546,628,1,1.7220578047666546
