row_type,evaluation_role,phase_segment_counts,sample_agreement,touchdown_events,touchdown_detected,touchdown_latency_median_ms,touchdown_latency_p95_abs_ms,contact_state_ready,diagnostic_phase,inferred_phase,sample_count,run_id,episode_index,physical_touchdown_sample,inferred_touchdown_sample,phase_inference_latency_ms
touchdown_timing,,,,,,,,,,,,ice_native_0p20_v02,56,2752,2749,-3
touchdown_timing,,,,,,,,,,,,ice_native_0p20_v02,57,2759,2749,-10
touchdown_timing,,,,,,,,,,,,ice_native_0p20_v02,58,2768,2759,-9
touchdown_timing,,,,,,,,,,,,ice_native_0p20_v02,59,2774,2768,-6
touchdown_timing,,,,,,,,,,,,ice_native_0p20_v02,60,2778,2768,-10
touchdown_timing,,,,,,,,,,,,ice_native_0p20_v02,61,2942,2942,0
touchdown_timing,,,,,,,,,,,,sand_solref_interpolation_1of3_0p20_v02,0,79,79,0
touchdown_timing,,,,,,,,,,,,sand_solref_interpolation_1of3_0p20_v02,1,801,801,0
touchdown_timing,,,,,,,,,,,,sand_solref_interpolation_1of3_0p20_v02,2,1378,1378,0
touchdown_timing,,,,,,,,,,,,sand_solref_interpolation_1of3_0p20_v02,3,1984,1984,0
touchdown_timing,,,,,,,,,,,,sand_solref_interpolation_1of3_0p20_v02,4,2582,2582,0
touchdown_timing,,,,,,,,,,,,sand_solref_interpolation_2of3_0p20_v02,0,65,65,0
touchdown_timing,,,,,,,,,,,,sand_solref_interpolation_2of3_0p20_v02,1,799,799,0
touchdown_timing,,,,,,,,,,,,sand_solref_interpolation_2of3_0p20_v02,2,1374,1374,0
touchdown_timing,,,,,,,,,,,,sand_solref_interpolation_2of3_0p20_v02,3,1981,1981,0
touchdown_timing,,,,,,,,,,,,sand_solref_interpolation_2of3_0p20_v02,4,2580,2580,0
