run_id,pair_id,pair_index,role,speed_mps,target_foot,target_phase,severity,material_profile,control_type,variation_index,phase_fraction,command_delay_s,lateral_offset_m,seed,duration_s,pair_fingerprint,patch,collision_geometry_sha256,initial_qpos_sha256,initial_qvel_sha256,initial_policy_observation_sha256,sample_count,first_sample_time_s,last_sample_time_s,sample_spacing_max_error_s,fusion20_shape,finite_fusion20,first_patch_contact_sample,patch_active_contact_sample_count,intervention_configured_physics_steps,effective_patch_friction_mean,patch_base_double_contact_count,left_first_loaded_touchdown_sample,right_first_loaded_touchdown_sample,first_fall_sample,first_fall_time_s,fall_occurred,fall_reason,post_fall_excluded_sample_count,full_trace_sha256,discarded,replaced,silently_relabelled,development_only
control_0p10_right_early_loading_moderate_ice_preregistered_v2,v5_pair_023,23,control,0.1,right,early_loading,moderate_ice_preregistered,hard_normal,hard_normal,2,0.83,0.08,0.004,202608523,3.0,74c44fb5743b377d8bb029059911086cae833762d63806b6694096224eb582be,"{'x_min_m': -1.0, 'x_max_m': 2.0, 'y_min_m': -0.8, 'y_max_m': 0.8, 'top_z_m': 0.0}",58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,8983e19f34fc7c29c5e30ac5295fcf3c255ae43bfd3cbacf30828f91828e2806,28fae34dd0fe4e1f7a8cb62620dddc3c2b5b9120fb64d70f4d56f6cfeb8bed26,2dee8a77f195705bee7a231aaf858fad80e20a68a76c91445fcbc4dfb3ec8014,3000,0.001,3.000000000000169,3.3393426912553537e-16,"[3000, 20]",True,34,1727,0,1.0,0,44,34,,,False,,0,da5b2a28648b8ff4f559cde130facb3e6f47e7f2fc402addc4580c667d90942a,False,False,False,True
positive_0p10_right_mid_loading_early_stance_native_strong_ice_v0,v5_pair_024,24,positive,0.1,right,mid_loading_early_stance,native_strong_ice,native_strong_ice,hard_normal,0,0.07,0.0,-0.004,202608524,3.0,1349483933786dda2fc60418e48d7d61744359a77b825049cbe0f6e3294e28cf,"{'x_min_m': -1.0, 'x_max_m': 2.0, 'y_min_m': -0.8, 'y_max_m': 0.8, 'top_z_m': 0.0}",58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,9930da16f6bebb2b3bdcec65042bd479c0e9cc6872459fe68500342cececc4bc,22438b940dbaf02bc5ae2bdf51c74a8f443fe04fcfe067402987d100b72fb0e7,e8db233ba68753692a7ca9d542ffa00754cdd2d0c4f2c428ef2644dfc559214a,3000,0.001,3.000000000000169,3.3393426912553537e-16,"[3000, 20]",True,43,1647,1166,0.6689131754705527,0,36,43,,,False,,0,24e6d43328c7c9600b3a316cefda8e8bcd1f3e8dbdec4f52e8630cd5325cc613,False,False,False,True
control_0p10_right_mid_loading_early_stance_native_strong_ice_v0,v5_pair_024,24,control,0.1,right,mid_loading_early_stance,native_strong_ice,hard_normal,hard_normal,0,0.07,0.0,-0.004,202608524,3.0,1349483933786dda2fc60418e48d7d61744359a77b825049cbe0f6e3294e28cf,"{'x_min_m': -1.0, 'x_max_m': 2.0, 'y_min_m': -0.8, 'y_max_m': 0.8, 'top_z_m': 0.0}",58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,9930da16f6bebb2b3bdcec65042bd479c0e9cc6872459fe68500342cececc4bc,22438b940dbaf02bc5ae2bdf51c74a8f443fe04fcfe067402987d100b72fb0e7,e8db233ba68753692a7ca9d542ffa00754cdd2d0c4f2c428ef2644dfc559214a,3000,0.001,3.000000000000169,3.3393426912553537e-16,"[3000, 20]",True,43,1805,0,1.0,0,36,43,,,False,,0,b451603b0f96906d575ebd8c37cb99d1d261df9727c167d973b5bb5a109cfc6b,False,False,False,True
positive_0p10_right_mid_loading_early_stance_native_strong_ice_v1,v5_pair_025,25,positive,0.1,right,mid_loading_early_stance,native_strong_ice,native_strong_ice,near_slip_non_event,1,0.41,0.04,0.0,202608525,3.0,a9b815c34888a9ed7741303eceb5b966471667a1df2937e1462e61a4ea291b39,"{'x_min_m': -1.0, 'x_max_m': 2.0, 'y_min_m': -0.8, 'y_max_m': 0.8, 'top_z_m': 0.0}",58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,9d23184916747d5ebaccdac16bed6ffd7f78f2f83c60dd6a375066c64a343a31,9d7eb6d71748507e32347144fbd4df749cd6e5aeedc16c308abb8bcbd7d0f906,9145d4546123182ed68a19d519066e07547c7a9c385db1f5ec2a30986e59f0f8,3000,0.001,3.000000000000169,3.3393426912553537e-16,"[3000, 20]",True,37,1452,1086,0.6480027548209365,0,39,37,,,False,,0,f3c66b34237308bcdfd25dd8baa75788aba424060c364f55fc8fa67553fcbf25,False,False,False,True
control_0p10_right_mid_loading_early_stance_native_strong_ice_v1,v5_pair_025,25,control,0.1,right,mid_loading_early_stance,native_strong_ice,near_slip_non_event,near_slip_non_event,1,0.41,0.04,0.0,202608525,3.0,a9b815c34888a9ed7741303eceb5b966471667a1df2937e1462e61a4ea291b39,"{'x_min_m': -1.0, 'x_max_m': 2.0, 'y_min_m': -0.8, 'y_max_m': 0.8, 'top_z_m': 0.0}",58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,9d23184916747d5ebaccdac16bed6ffd7f78f2f83c60dd6a375066c64a343a31,9d7eb6d71748507e32347144fbd4df749cd6e5aeedc16c308abb8bcbd7d0f906,9145d4546123182ed68a19d519066e07547c7a9c385db1f5ec2a30986e59f0f8,3000,0.001,3.000000000000169,3.3393426912553537e-16,"[3000, 20]",True,37,1652,2556,0.49754842615012096,0,39,37,,,False,,0,2b073cb4286063fffd1790bfd88b2cd5560791b698724094a37b89e88658a355,False,False,False,True
positive_0p10_right_mid_loading_early_stance_native_strong_ice_v2,v5_pair_026,26,positive,0.1,right,mid_loading_early_stance,native_strong_ice,native_strong_ice,hard_normal,2,0.83,0.08,0.004,202608526,3.0,f3b73547f99485663bdee2e946e56b45606b88832c65410fd46de495910d2bad,"{'x_min_m': -1.0, 'x_max_m': 2.0, 'y_min_m': -0.8, 'y_max_m': 0.8, 'top_z_m': 0.0}",58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,589a6f02de3596d3b434ac511a9a4048a845581be2ddfbbf8a6c8ce989c47f3b,3a8bacb6c08b110179c8e6ccd3de0fc6b82420d1482c6985b97afad16de34f0f,2dee8a77f195705bee7a231aaf858fad80e20a68a76c91445fcbc4dfb3ec8014,3000,0.001,3.000000000000169,3.3393426912553537e-16,"[3000, 20]",True,34,1625,1098,0.6819692307692307,0,44,34,,,False,,0,aaa5b99c61aa1e5813dfca53dc075034b411f3d6c998a944574c9e7c2fadfa3d,False,False,False,True
control_0p10_right_mid_loading_early_stance_native_strong_ice_v2,v5_pair_026,26,control,0.1,right,mid_loading_early_stance,native_strong_ice,hard_normal,hard_normal,2,0.83,0.08,0.004,202608526,3.0,f3b73547f99485663bdee2e946e56b45606b88832c65410fd46de495910d2bad,"{'x_min_m': -1.0, 'x_max_m': 2.0, 'y_min_m': -0.8, 'y_max_m': 0.8, 'top_z_m': 0.0}",58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,589a6f02de3596d3b434ac511a9a4048a845581be2ddfbbf8a6c8ce989c47f3b,3a8bacb6c08b110179c8e6ccd3de0fc6b82420d1482c6985b97afad16de34f0f,2dee8a77f195705bee7a231aaf858fad80e20a68a76c91445fcbc4dfb3ec8014,3000,0.001,3.000000000000169,3.3393426912553537e-16,"[3000, 20]",True,34,1727,0,1.0,0,44,34,,,False,,0,cfd5c6710d1a7fe3cb2c2df6587d13eaead0d0e57ed3732ddf9dcd964fbddee5,False,False,False,True
positive_0p10_right_mid_loading_early_stance_moderate_ice_preregistered_v0,v5_pair_027,27,positive,0.1,right,mid_loading_early_stance,moderate_ice_preregistered,moderate_ice_preregistered,near_slip_non_event,0,0.07,0.0,-0.004,202608527,3.0,a6750e89efca08350c2b998e5717c225e6c3d9ad4e04b3cbb4052bb453075dec,"{'x_min_m': -1.0, 'x_max_m': 2.0, 'y_min_m': -0.8, 'y_max_m': 0.8, 'top_z_m': 0.0}",58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,ac40177a5f923da2d22da1210c1ac51f216c36420a84ea2c2b76a106871342ef,4d1eb264c671d2e31a661a9fc61940f95aa62b8528cb8349e163b6f422a3ecac,e8db233ba68753692a7ca9d542ffa00754cdd2d0c4f2c428ef2644dfc559214a,3000,0.001,3.000000000000169,3.3393426912553537e-16,"[3000, 20]",True,43,1652,1541,0.5837772397094431,0,36,43,,,False,,0,b6c2b5ebf779243bdbdd4162d2e8a08bcb8b8cadb5ea0aeb07f6ea452d3abc3b,False,False,False,True
control_0p10_right_mid_loading_early_stance_moderate_ice_preregistered_v0,v5_pair_027,27,control,0.1,right,mid_loading_early_stance,moderate_ice_preregistered,near_slip_non_event,near_slip_non_event,0,0.07,0.0,-0.004,202608527,3.0,a6750e89efca08350c2b998e5717c225e6c3d9ad4e04b3cbb4052bb453075dec,"{'x_min_m': -1.0, 'x_max_m': 2.0, 'y_min_m': -0.8, 'y_max_m': 0.8, 'top_z_m': 0.0}",58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,ac40177a5f923da2d22da1210c1ac51f216c36420a84ea2c2b76a106871342ef,4d1eb264c671d2e31a661a9fc61940f95aa62b8528cb8349e163b6f422a3ecac,e8db233ba68753692a7ca9d542ffa00754cdd2d0c4f2c428ef2644dfc559214a,3000,0.001,3.000000000000169,3.3393426912553537e-16,"[3000, 20]",True,43,1802,2770,0.5011376248612651,0,36,43,,,False,,0,6bf39468c6e741d295124e342e6af094fe5ba096e6a8a7553b7d8f9c539dd749,False,False,False,True
positive_0p10_right_mid_loading_early_stance_moderate_ice_preregistered_v1,v5_pair_028,28,positive,0.1,right,mid_loading_early_stance,moderate_ice_preregistered,moderate_ice_preregistered,hard_normal,1,0.41,0.04,0.0,202608528,3.0,a6fc3ae9b6db5ff0e12bc3a3c231a4a40ff2834cb4902d913f4c884af7ef5fe9,"{'x_min_m': -1.0, 'x_max_m': 2.0, 'y_min_m': -0.8, 'y_max_m': 0.8, 'top_z_m': 0.0}",58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,4f04d75326e9e4591058de60fb29ef8243ee7be8d7d91bc27310e133c09e2321,a7080c49dd29711ffe4f59e276110dc4feea25df2e52b60b185d3291e0e5149d,9145d4546123182ed68a19d519066e07547c7a9c385db1f5ec2a30986e59f0f8,3000,0.001,3.000000000000169,3.3393426912553537e-16,"[3000, 20]",True,37,1559,1258,0.6403463758819755,0,39,37,,,False,,0,11d96f00cacf702736fbfcefd84cedd5b295fcd5ed65fde74a18cbd54b32a055,False,False,False,True
control_0p10_right_mid_loading_early_stance_moderate_ice_preregistered_v1,v5_pair_028,28,control,0.1,right,mid_loading_early_stance,moderate_ice_preregistered,hard_normal,hard_normal,1,0.41,0.04,0.0,202608528,3.0,a6fc3ae9b6db5ff0e12bc3a3c231a4a40ff2834cb4902d913f4c884af7ef5fe9,"{'x_min_m': -1.0, 'x_max_m': 2.0, 'y_min_m': -0.8, 'y_max_m': 0.8, 'top_z_m': 0.0}",58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,4f04d75326e9e4591058de60fb29ef8243ee7be8d7d91bc27310e133c09e2321,a7080c49dd29711ffe4f59e276110dc4feea25df2e52b60b185d3291e0e5149d,9145d4546123182ed68a19d519066e07547c7a9c385db1f5ec2a30986e59f0f8,3000,0.001,3.000000000000169,3.3393426912553537e-16,"[3000, 20]",True,37,1658,0,1.0,0,39,37,,,False,,0,4fb37a33ce53205ca7a0741afc7b9a78bb6ef9503ebe1e4a8c82e9505f050be0,False,False,False,True
positive_0p10_right_mid_loading_early_stance_moderate_ice_preregistered_v2,v5_pair_029,29,positive,0.1,right,mid_loading_early_stance,moderate_ice_preregistered,moderate_ice_preregistered,near_slip_non_event,2,0.83,0.08,0.004,202608529,3.0,0001b4a342c4ab2345fde68ede20da80e91292dd100384a6a96b16227979ed0c,"{'x_min_m': -1.0, 'x_max_m': 2.0, 'y_min_m': -0.8, 'y_max_m': 0.8, 'top_z_m': 0.0}",58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,0448067e7c16f5976b225ad168161d2cd97da8373adf83b51342eff4f81ee481,5ff92901f1498e555d7650c8e9e1ac8138863ea4c7b8f55707c604bdeb91caa6,2dee8a77f195705bee7a231aaf858fad80e20a68a76c91445fcbc4dfb3ec8014,3000,0.001,3.000000000000169,3.3393426912553537e-16,"[3000, 20]",True,34,1637,1394,0.6206475259621258,0,44,34,,,False,,0,ac37e90998ec0ab050db3564b6d68f45f0b92db3d6ec8895dd4931e48905a974,False,False,False,True
control_0p10_right_mid_loading_early_stance_moderate_ice_preregistered_v2,v5_pair_029,29,control,0.1,right,mid_loading_early_stance,moderate_ice_preregistered,near_slip_non_event,near_slip_non_event,2,0.83,0.08,0.004,202608529,3.0,0001b4a342c4ab2345fde68ede20da80e91292dd100384a6a96b16227979ed0c,"{'x_min_m': -1.0, 'x_max_m': 2.0, 'y_min_m': -0.8, 'y_max_m': 0.8, 'top_z_m': 0.0}",58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,0448067e7c16f5976b225ad168161d2cd97da8373adf83b51342eff4f81ee481,5ff92901f1498e555d7650c8e9e1ac8138863ea4c7b8f55707c604bdeb91caa6,2dee8a77f195705bee7a231aaf858fad80e20a68a76c91445fcbc4dfb3ec8014,3000,0.001,3.000000000000169,3.3393426912553537e-16,"[3000, 20]",True,34,1718,2546,0.518742724097788,0,44,34,,,False,,0,b11de1487730558e51886d08584479af4c68da12c13adde136dad070c6ec5613,False,False,False,True
positive_0p10_right_mid_late_stance_native_strong_ice_v0,v5_pair_030,30,positive,0.1,right,mid_late_stance,native_strong_ice,native_strong_ice,near_slip_non_event,0,0.07,0.0,-0.004,202608530,3.0,17ffd698f4645860d6999a86b1002bfbd04d667b89b23994467eaf370243a898,"{'x_min_m': -1.0, 'x_max_m': 2.0, 'y_min_m': -0.8, 'y_max_m': 0.8, 'top_z_m': 0.0}",58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,361054cdd07b81fbd5ba72f56babcf6573b5042bf635a9ab40ebad0b4360e86c,cb2b85971f45f9aaf5af9a4636fddc0813a7e406574d87bb419c1ef1b2cacb7f,e8db233ba68753692a7ca9d542ffa00754cdd2d0c4f2c428ef2644dfc559214a,3000,0.001,3.000000000000169,3.3393426912553537e-16,"[3000, 20]",True,43,1720,738,0.7967441860465116,0,36,43,,,False,,0,699053235b42dc05e9121dd94ad678ae320b154691ebcf5a60e0c27a62281470,False,False,False,True
control_0p10_right_mid_late_stance_native_strong_ice_v0,v5_pair_030,30,control,0.1,right,mid_late_stance,native_strong_ice,near_slip_non_event,near_slip_non_event,0,0.07,0.0,-0.004,202608530,3.0,17ffd698f4645860d6999a86b1002bfbd04d667b89b23994467eaf370243a898,"{'x_min_m': -1.0, 'x_max_m': 2.0, 'y_min_m': -0.8, 'y_max_m': 0.8, 'top_z_m': 0.0}",58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,361054cdd07b81fbd5ba72f56babcf6573b5042bf635a9ab40ebad0b4360e86c,cb2b85971f45f9aaf5af9a4636fddc0813a7e406574d87bb419c1ef1b2cacb7f,e8db233ba68753692a7ca9d542ffa00754cdd2d0c4f2c428ef2644dfc559214a,3000,0.001,3.000000000000169,3.3393426912553537e-16,"[3000, 20]",True,43,1798,1588,0.7133203559510567,0,36,43,,,False,,0,af80cb6d66091ebe09e78d85dc30fd53291902b91433e4b9a15dfae11e940e7e,False,False,False,True
positive_0p10_right_mid_late_stance_native_strong_ice_v1,v5_pair_031,31,positive,0.1,right,mid_late_stance,native_strong_ice,native_strong_ice,hard_normal,1,0.41,0.04,0.0,202608531,3.0,4cd6c36c972e83893dc33c2f31174f21b4eb53b202c359afd0758ac402051b2c,"{'x_min_m': -1.0, 'x_max_m': 2.0, 'y_min_m': -0.8, 'y_max_m': 0.8, 'top_z_m': 0.0}",58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,5f8eab305c94352d0e973b4cab725cf1ab4437abaf70ba69bd7dbc6108163798,431991e6d6fb1b239ee7e4d7c8cb85bbecc10577eadc764af56d7f20ae4c6a45,9145d4546123182ed68a19d519066e07547c7a9c385db1f5ec2a30986e59f0f8,3000,0.001,3.000000000000169,3.3393426912553537e-16,"[3000, 20]",True,37,1532,622,0.8090078328981724,0,39,37,,,False,,0,1633c8159778dce30d4225e29187bda2d73ab4db8bafcdd2a39a14517be463cf,False,False,False,True
control_0p10_right_mid_late_stance_native_strong_ice_v1,v5_pair_031,31,control,0.1,right,mid_late_stance,native_strong_ice,hard_normal,hard_normal,1,0.41,0.04,0.0,202608531,3.0,4cd6c36c972e83893dc33c2f31174f21b4eb53b202c359afd0758ac402051b2c,"{'x_min_m': -1.0, 'x_max_m': 2.0, 'y_min_m': -0.8, 'y_max_m': 0.8, 'top_z_m': 0.0}",58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,5f8eab305c94352d0e973b4cab725cf1ab4437abaf70ba69bd7dbc6108163798,431991e6d6fb1b239ee7e4d7c8cb85bbecc10577eadc764af56d7f20ae4c6a45,9145d4546123182ed68a19d519066e07547c7a9c385db1f5ec2a30986e59f0f8,3000,0.001,3.000000000000169,3.3393426912553537e-16,"[3000, 20]",True,37,1658,0,1.0,0,39,37,,,False,,0,80770d07d0a5f5405451d96e56084cdc3f05f220ba9aeef7ab8e79f3e983b1ff,False,False,False,True
positive_0p10_right_mid_late_stance_native_strong_ice_v2,v5_pair_032,32,positive,0.1,right,mid_late_stance,native_strong_ice,native_strong_ice,near_slip_non_event,2,0.83,0.08,0.004,202608532,3.0,71086522bf95727cf119cc36cc0dd6b1510d04dd99abe983e4436473d3dc9423,"{'x_min_m': -1.0, 'x_max_m': 2.0, 'y_min_m': -0.8, 'y_max_m': 0.8, 'top_z_m': 0.0}",58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,67b04914d836a54ae5d7724c75c0ddec910583963682b7228fa8c6b178cc516e,965e89378c7bebd03c4a457ad307c7f3a61fbcceb733e37204d0107cb349d360,2dee8a77f195705bee7a231aaf858fad80e20a68a76c91445fcbc4dfb3ec8014,3000,0.001,3.000000000000169,3.3393426912553537e-16,"[3000, 20]",True,34,1677,589,0.8340190816935004,0,44,34,,,False,,0,78d2db7269ce877c956134f65681bab7c0908ddbd985236e1486966a6509b78c,False,False,False,True
control_0p10_right_mid_late_stance_native_strong_ice_v2,v5_pair_032,32,control,0.1,right,mid_late_stance,native_strong_ice,near_slip_non_event,near_slip_non_event,2,0.83,0.08,0.004,202608532,3.0,71086522bf95727cf119cc36cc0dd6b1510d04dd99abe983e4436473d3dc9423,"{'x_min_m': -1.0, 'x_max_m': 2.0, 'y_min_m': -0.8, 'y_max_m': 0.8, 'top_z_m': 0.0}",58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,67b04914d836a54ae5d7724c75c0ddec910583963682b7228fa8c6b178cc516e,965e89378c7bebd03c4a457ad307c7f3a61fbcceb733e37204d0107cb349d360,2dee8a77f195705bee7a231aaf858fad80e20a68a76c91445fcbc4dfb3ec8014,3000,0.001,3.000000000000169,3.3393426912553537e-16,"[3000, 20]",True,34,1722,1256,0.763704994192799,0,44,34,,,False,,0,223f8590982ad8713d8c2e78408a4fbbfcbd022c874ba02ae535cc2871babbe9,False,False,False,True
positive_0p10_right_mid_late_stance_moderate_ice_preregistered_v0,v5_pair_033,33,positive,0.1,right,mid_late_stance,moderate_ice_preregistered,moderate_ice_preregistered,hard_normal,0,0.07,0.0,-0.004,202608533,3.0,32b563f18820ea17ef4193113b97457e80ecd9b448c0422253c5c2f69cfa1911,"{'x_min_m': -1.0, 'x_max_m': 2.0, 'y_min_m': -0.8, 'y_max_m': 0.8, 'top_z_m': 0.0}",58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,e46ac347ef560d1866a768fe6a25e55dbf8a5b4031cdf6cf2d3bd3b4a7c921b2,1b13fbee8bf13fa922aac11f7df6d328455cca504f43ac9d80ead362ceef3de6,e8db233ba68753692a7ca9d542ffa00754cdd2d0c4f2c428ef2644dfc559214a,3000,0.001,3.000000000000169,3.3393426912553537e-16,"[3000, 20]",True,43,1748,905,0.7672768878718534,0,36,43,,,False,,0,f52006239033af0c3551b2ff272334122352020bd446cee13b1e193166d9186d,False,False,False,True
control_0p10_right_mid_late_stance_moderate_ice_preregistered_v0,v5_pair_033,33,control,0.1,right,mid_late_stance,moderate_ice_preregistered,hard_normal,hard_normal,0,0.07,0.0,-0.004,202608533,3.0,32b563f18820ea17ef4193113b97457e80ecd9b448c0422253c5c2f69cfa1911,"{'x_min_m': -1.0, 'x_max_m': 2.0, 'y_min_m': -0.8, 'y_max_m': 0.8, 'top_z_m': 0.0}",58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,e46ac347ef560d1866a768fe6a25e55dbf8a5b4031cdf6cf2d3bd3b4a7c921b2,1b13fbee8bf13fa922aac11f7df6d328455cca504f43ac9d80ead362ceef3de6,e8db233ba68753692a7ca9d542ffa00754cdd2d0c4f2c428ef2644dfc559214a,3000,0.001,3.000000000000169,3.3393426912553537e-16,"[3000, 20]",True,43,1805,0,1.0,0,36,43,,,False,,0,b12aead4287d997d3553643c151996547e2ed679eabc8a9f3c0d3ddfa047df05,False,False,False,True
positive_0p10_right_mid_late_stance_moderate_ice_preregistered_v1,v5_pair_034,34,positive,0.1,right,mid_late_stance,moderate_ice_preregistered,moderate_ice_preregistered,near_slip_non_event,1,0.41,0.04,0.0,202608534,3.0,41538861a479bd4fc97dd87cf6865617e2347ff3850779caac3959835cef8063,"{'x_min_m': -1.0, 'x_max_m': 2.0, 'y_min_m': -0.8, 'y_max_m': 0.8, 'top_z_m': 0.0}",58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,a2870a03ceab6487b6355ee6646f1d72277c2207334c3fdada1b9894bc5c74af,1b45811a9420096082697fb14094b8013b77753bf51f35568bf588a6a202dd4e,9145d4546123182ed68a19d519066e07547c7a9c385db1f5ec2a30986e59f0f8,3000,0.001,3.000000000000169,3.3393426912553537e-16,"[3000, 20]",True,37,1574,977,0.7226810673443456,0,39,37,,,False,,0,5ee3bcf242f28c3798c13ca7e7add90c5be80800073b268a1394030757187359,False,False,False,True
control_0p10_right_mid_late_stance_moderate_ice_preregistered_v1,v5_pair_034,34,control,0.1,right,mid_late_stance,moderate_ice_preregistered,near_slip_non_event,near_slip_non_event,1,0.41,0.04,0.0,202608534,3.0,41538861a479bd4fc97dd87cf6865617e2347ff3850779caac3959835cef8063,"{'x_min_m': -1.0, 'x_max_m': 2.0, 'y_min_m': -0.8, 'y_max_m': 0.8, 'top_z_m': 0.0}",58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,a2870a03ceab6487b6355ee6646f1d72277c2207334c3fdada1b9894bc5c74af,1b45811a9420096082697fb14094b8013b77753bf51f35568bf588a6a202dd4e,9145d4546123182ed68a19d519066e07547c7a9c385db1f5ec2a30986e59f0f8,3000,0.001,3.000000000000169,3.3393426912553537e-16,"[3000, 20]",True,37,1649,1392,0.7264402668283809,0,39,37,,,False,,0,affdbdf3ffbf8b8245f31908911ae720dd92a5922bffc600204d2ca6ae7c6f13,False,False,False,True
positive_0p10_right_mid_late_stance_moderate_ice_preregistered_v2,v5_pair_035,35,positive,0.1,right,mid_late_stance,moderate_ice_preregistered,moderate_ice_preregistered,hard_normal,2,0.83,0.08,0.004,202608535,3.0,79e5b67e589391038db273cf937b5c8be29d02ce6bc094f6cdaab9a6947cd36e,"{'x_min_m': -1.0, 'x_max_m': 2.0, 'y_min_m': -0.8, 'y_max_m': 0.8, 'top_z_m': 0.0}",58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,87e0aef619653f9c80a13e5acaece5940646fe0f361648d59c056c24752c7a58,12169eba6a74cefcb2cfed93fb799280dbd189003762cecaf4d357b5f372b62a,2dee8a77f195705bee7a231aaf858fad80e20a68a76c91445fcbc4dfb3ec8014,3000,0.001,3.000000000000169,3.3393426912553537e-16,"[3000, 20]",True,34,1698,849,0.7757950530035336,0,44,34,,,False,,0,54e5cbc656f67edb947128d74f5adb1062c255d4046ce741e5e1424f8bc83921,False,False,False,True
control_0p10_right_mid_late_stance_moderate_ice_preregistered_v2,v5_pair_035,35,control,0.1,right,mid_late_stance,moderate_ice_preregistered,hard_normal,hard_normal,2,0.83,0.08,0.004,202608535,3.0,79e5b67e589391038db273cf937b5c8be29d02ce6bc094f6cdaab9a6947cd36e,"{'x_min_m': -1.0, 'x_max_m': 2.0, 'y_min_m': -0.8, 'y_max_m': 0.8, 'top_z_m': 0.0}",58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,87e0aef619653f9c80a13e5acaece5940646fe0f361648d59c056c24752c7a58,12169eba6a74cefcb2cfed93fb799280dbd189003762cecaf4d357b5f372b62a,2dee8a77f195705bee7a231aaf858fad80e20a68a76c91445fcbc4dfb3ec8014,3000,0.001,3.000000000000169,3.3393426912553537e-16,"[3000, 20]",True,34,1727,0,1.0,0,44,34,,,False,,0,31700854dedf4e17a1571a3ac586658230c4974f458f8558c2685ed896388125,False,False,False,True
positive_0p15_left_early_loading_native_strong_ice_v0,v5_pair_036,36,positive,0.15,left,early_loading,native_strong_ice,native_strong_ice,hard_normal,0,0.07,0.0,-0.004,202608536,3.0,706b9afac5272d57a3050d451bf2741906a36fd4d99ebf4d12751d5a92b210d3,"{'x_min_m': -1.0, 'x_max_m': 2.0, 'y_min_m': -0.8, 'y_max_m': 0.8, 'top_z_m': 0.0}",58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,e7cac57441fa242ff278b50617f116dedc1bf8d740f5cd81993868a50376acdd,d1b1c06155a66bfa754dd1b1fac21c87e5771252d1b026f297a87761b75252d2,9ee48bea5827e4627fac28df305aa69160d5abcef13312f5aef6335c91abc06e,3000,0.001,3.000000000000169,3.3393426912553537e-16,"[3000, 20]",True,37,1178,6000,0.049999999999999996,0,37,42,1636,1.6369999999998752,True,fallen_base_height,1364,35f6dedde82cca8b930382ef6181df2d038a2a85caef12bc83c9e2510d3d16ac,False,False,False,True
control_0p15_left_early_loading_native_strong_ice_v0,v5_pair_036,36,control,0.15,left,early_loading,native_strong_ice,hard_normal,hard_normal,0,0.07,0.0,-0.004,202608536,3.0,706b9afac5272d57a3050d451bf2741906a36fd4d99ebf4d12751d5a92b210d3,"{'x_min_m': -1.0, 'x_max_m': 2.0, 'y_min_m': -0.8, 'y_max_m': 0.8, 'top_z_m': 0.0}",58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,e7cac57441fa242ff278b50617f116dedc1bf8d740f5cd81993868a50376acdd,d1b1c06155a66bfa754dd1b1fac21c87e5771252d1b026f297a87761b75252d2,9ee48bea5827e4627fac28df305aa69160d5abcef13312f5aef6335c91abc06e,3000,0.001,3.000000000000169,3.3393426912553537e-16,"[3000, 20]",True,37,1585,0,1.0,0,37,43,,,False,,0,69e20431af0ee42b57da58c2617789985bf3f7d9687e959c3d2e8f7791c7a496,False,False,False,True
